pts,fg3,fg
"[20, 19, 36, 31, 26, 62, 30, 13, 38, 11, 20, 35, 26, 26, 30, 24, 36, 16, 27, 28, 38, 28, 57, 32, 32, 40, 27, 36, 25, 29, 37, 24, 29, 16, 35, 14, 32, 27, 18, 32, 36, 37, 41, 32, 38, 53, 42, 33, 47, 49, 18, 32]","[2, 2, 5, 5, 4, 8, 5, 1, 9, 1, 3, 5, 3, 4, 5, 5, 7, 4, 5, 6, 7, 4, 11, 6, 4, 10, 2, 7, 5, 6, 7, 1, 3, 2, 5, 1, 6, 4, 2, 6, 5, 3, 5, 5, 8, 10, 11, 4, 11, 10, 2, 4]","[7, 6, 11, 9, 9, 18, 9, 5, 13, 2, 7, 14, 8, 10, 9, 9, 11, 6, 10, 11, 12, 9, 19, 10, 11, 14, 10, 13, 8, 11, 9, 7, 8, 5, 13, 6, 10, 9, 7, 11, 9, 12, 14, 11, 13, 14, 14, 12, 15, 14, 7, 11]"
